"","Type","Model","Status","Lost by","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"90","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-10-01,"Kursk oblast","https://i.postimg.cc/HxqXrGzb/1021-BTR-82-A-M-destr-01-10-24.jpg","https://t.me/lost_warinua/91562",NA,"Z,Cope cage","Russia","Armoured fighting vehicles",NA,NA
"91","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-09-30,"Kursk oblast","https://i.postimg.cc/y6RVL4GG/1016-BTR-82-A-M-destr-30-09-24.jpg","https://t.me/robert_magyar/929",NA,NA,"Russia","Armoured fighting vehicles",NA,NA
"92","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-09-24,"Dyakovka","https://i.postimg.cc/qMTwXr9Q/1057-BTR-82-A-M-destr-24-09-24.jpg","https://t.me/ssternenko/34114","51.406583,35.271833",NA,"Russia","Armoured fighting vehicles",51.406583,35.271833
"93","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-09-15,"Vnezapnoe","https://i.postimg.cc/kXbLTf5r/1057-BTR-82-A-M-destr-16-09-24.jpg","https://t.me/WS_videos/2673","51.26824,34.87814","Cope cage,Jammer","Russia","Armoured fighting vehicles",51.26824,34.87814
"94","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-09-11,"Kromskie Byki","https://i.postimg.cc/ZKQ3sfxp/1009-BTR-82-A-M-destr-11-09-24.jpg","https://t.me/lost_warinua/89963","51.485222,35.278639","Turretless","Russia","Armoured fighting vehicles",51.485222,35.278639
"95","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-09-11,"Kursk oblast","https://i.postimg.cc/P5n99YLC/1039-BTR-82-A-M-destr-11-09-24.jpg","https://t.me/lost_warinua/89619",NA,"Turretless","Russia","Armoured fighting vehicles",NA,NA
"96","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-09-03,"Kauchuk","https://i.postimg.cc/9fx7W4n7/1038-BTR-82-A-M-destr-07-09-24.jpg","https://t.me/lost_warinua/88869","51.458326,35.202913","Turretless","Russia","Armoured fighting vehicles",51.458326,35.202913
"97","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-08-21,"Ozerki","https://i.postimg.cc/ZqQFVWzN/1017-BTR-82-A-M-destr-21-08-24.jpg","https://t.me/lost_warinua/87292","51.036764,35.471903","Cope cage","Russia","Armoured fighting vehicles",51.036764,35.471903
"98","Armoured fighting vehicles","BTR-82A(M)","Destroyed","Russia",2024-08-14,"Cherkasskaya Konopelka","https://i.postimg.cc/5ypKK3rf/1014-BTR-82-A-M-destr-14-08-24.jpg","https://t.me/lost_warinua/86494","51.15064,35.35105",NA,"Russia","Armoured fighting vehicles",51.15064,35.35105
"99","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-31,"Olgovka","https://i.postimg.cc/Yqm8ZxVg/1027-BTR-82-AT-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852009147216105552","51.369587,35.010006","Cope cage","Russia","Armoured fighting vehicles",51.369587,35.010006
"100","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-31,"Pogrebki","https://i.postimg.cc/wTq9GdKn/1101-BTR-82-AT-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852010913856913699","51.381278,35.152611",NA,"Russia","Armoured fighting vehicles",51.381278,35.152611
"101","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-29,"Alekseevskii","https://i.postimg.cc/9Q51h75k/1013-BTR-82-AT-destr-29-10-24.jpg","https://t.me/lost_warinua/95014","51.475167,35.220611","Cope cage","Russia","Armoured fighting vehicles",51.475167,35.220611
"102","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-29,"Kursk oblast","https://i.postimg.cc/x1v5T191/1016-BTR-82-AT-destr-29-10-24.jpg","https://t.me/lost_warinua/94984",NA,NA,"Russia","Armoured fighting vehicles",NA,NA
"103","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-25,"Korenevo raion","https://i.postimg.cc/HLxRNW3H/1053-BTR-82-AT-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389",NA,"Cope cage","Russia","Armoured fighting vehicles",NA,NA
"104","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-25,"Korenevo raion","https://i.postimg.cc/nhn6vGDX/1052-BTR-82-AT-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389",NA,NA,"Russia","Armoured fighting vehicles",NA,NA
"105","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-24,"Krupets","https://i.postimg.cc/gkVCXTn9/1061-BTR-82-AT-destr-30-09-24.jpg","https://t.me/lost_warinua/94292",NA,"Cope cage","Russia","Armoured fighting vehicles",NA,NA
"106","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-23,"Zelenyi Shlyakh","https://i.postimg.cc/qMy24c1c/1049-BTR-82-A-M-destr-29-10-24.jpg","https://t.me/fakhivtsi/251","51.315222,35.082194","Cope cage,Jammer","Russia","Armoured fighting vehicles",51.315222,35.082194
"107","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-18,"Giri","https://i.postimg.cc/MGffyJnX/1304-BTR-82-A-M-destr-19-10-24.jpg","https://t.me/lost_warinua/93714",NA,"Cope cage","Russia","Armoured fighting vehicles",NA,NA
"108","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-18,"Leonidovo","https://i.postimg.cc/J4RXSF2d/1251-BTR-82-A-M-destr-18-10-24.jpg","https://t.me/lost_warinua/93521","51.32760,35.14441","Cope cage","Russia","Armoured fighting vehicles",51.3276,35.14441
"109","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-13,"Sheptukhovka","https://i.postimg.cc/SNqgxDJw/1164-BTR-82-AT-destr-13-10-24.jpg","https://t.me/lost_warinua/92914","51.443472,35.1665","Cope cage","Russia","Armoured fighting vehicles",51.443472,35.1665
"110","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-10-03,"Kremyanoe","https://i.postimg.cc/rwMFdnQP/1049-BTR-82-AT-destr-03-10-24.jpg","https://t.me/ombr41/841","51.3975315,35.1385193","Turretless","Russia","Armoured fighting vehicles",51.3975315,35.1385193
"111","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-09-23,"Kursk oblast","https://i.postimg.cc/B6PTSYqR/1043-BTR-82-AT-destr-23-09-24.jpg","https://t.me/mod_russia/43698",NA,"Turretless","Russia","Armoured fighting vehicles",NA,NA
"112","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-09-21,"Plekhovo","https://i.postimg.cc/tgqjdS79/1023-Unknown-IFV-destr-21-09-24.jpg","https://t.me/ButusovPlus/13966",NA,"Cope cage","Russia","Armoured fighting vehicles",NA,NA
"113","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-08-19,"Kursk oblast","https://i.postimg.cc/5tpf4h4G/1019-BTR-82-AT-destr-19-08-24.jpg","https://t.me/lost_warinua/87058",NA,NA,"Russia","Armoured fighting vehicles",NA,NA
"114","Armoured fighting vehicles","BTR-82AT","Destroyed","Russia",2024-08-17,"Kulbaki","https://i.postimg.cc/633tyMTQ/1007-BTR-82-AT-destr-17-08-24.jpg","https://t.me/lost_warinua/86903","51.218952,34.812160","Cope cage","Russia","Armoured fighting vehicles",51.218952,34.81216
"115","Armoured fighting vehicles","BTR-D","Destroyed","Russia",2024-10-19,"Kursk oblast","https://i.postimg.cc/4dPrrYWm/1292-BTR-D-destr-19-10-24.jpg","https://t.me/lost_warinua/93678",NA,"V,Cope cage","Russia","Armoured fighting vehicles",NA,NA
"116","Armoured fighting vehicles","BTR-MDM 'Rakushka'","Destroyed","Russia",2024-10-31,"Kursk oblast","https://i.postimg.cc/fLL199bK/1026-BTR-MDM-Rakushka-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852010913856913699",NA,"V,Cope cage,Jammer","Russia","Armoured fighting vehicles",NA,NA
"117","Armoured fighting vehicles","BTR-MDM 'Rakushka'","Destroyed","Russia",2024-10-18,"Zelenyi Shlyakh","https://i.postimg.cc/d30zvJfn/1294-BTR-MDM-Rakushka-destr-18-10-24.jpg","https://t.me/lost_warinua/93664","51.31592,35.08245","Cope cage","Russia","Armoured fighting vehicles",51.31592,35.08245
"118","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-31,"Zelenyi Shlyakh","https://i.postimg.cc/CL32Ww87/1041-MT-LB-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852006202890174806","51.3173183698,35.082337432","Cope cage","Russia","Armoured fighting vehicles",51.3173183698,35.082337432
"119","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-29,"Kursk oblast","https://i.postimg.cc/43ZSxwBh/1017-MT-LB-destr-29-10-24.jpg","https://t.me/lost_warinua/94977",NA,"Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"120","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-25,"Lyubimovka","https://i.postimg.cc/XqwM42Tg/1049-MT-LB-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389","51.321889,35.008389",NA,"Russia","Armoured fighting vehicles",51.321889,35.008389
"121","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-25,"Zelenyi Shlyakh","https://i.postimg.cc/0yZszBrW/1041-MT-LB-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389","51.3132947,35.0837263","Turretless,Cope cage","Russia","Armoured fighting vehicles",51.3132947,35.0837263
"122","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-25,"Korenevo raion","https://i.postimg.cc/bvJjk9tz/1042-MT-LB-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389",NA,"Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"123","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-25,"Korenevo raion","https://i.postimg.cc/FKBXZky0/1043-MT-LB-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389",NA,"Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"124","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-25,"Korenevo raion","https://i.postimg.cc/mD1f6ZjJ/1044-MT-LB-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389",NA,"Cope cage","Russia","Armoured fighting vehicles",NA,NA
"125","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-25,"Korenevo raion","https://i.postimg.cc/3NM5MMbR/1045-MT-LB-destr-25-10-24.jpg","https://t.me/zsu82odshbr/389",NA,"Cope cage,Jammer","Russia","Armoured fighting vehicles",NA,NA
"126","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-22,"Snagost","https://i.postimg.cc/MpzwKSZf/1005-MT-LB-destr-22-10-24.jpg","https://t.me/lost_warinua/94080","51.30576,34.92838","Cope cage,Jammer","Russia","Armoured fighting vehicles",51.30576,34.92838
"127","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-18,"Kursk oblast","https://i.postimg.cc/m2PB1HyT/1239-MT-LB-destr-18-10-24.jpg","https://t.me/lost_warinua/93595",NA,"Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"128","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-16,"Kursk oblast","https://i.postimg.cc/44LX35t8/1179-MT-LB-destr-16-10-24.jpg","https://t.me/lost_warinua/93241",NA,"Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"129","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-14,"Plekhovo","https://i.postimg.cc/tJTy5Z0t/1149-MT-LB-destr-14-10-24.jpg","https://t.me/lost_warinua/93021",NA,"Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"130","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-10-10,"Lyubimovka","https://i.postimg.cc/DzkvTwsn/1115-MT-LB-destr-10-10-24.jpg","https://t.me/lost_warinua/92805","51.327366,35.004071","Cope cage","Russia","Armoured fighting vehicles",51.327366,35.004071
"131","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-09-21,"Plekhovo","https://i.postimg.cc/2SYt6hkk/1065-MT-LB-destr-23-09-24.jpg","https://t.me/lost_warinua/90611",NA,"Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"132","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-09-17,"Kursk oblast","https://i.postimg.cc/FHLYTtMy/1067-MT-LB-destr-17-09-24.jpg","https://t.me/lost_warinua/89820",NA,"Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",NA,NA
"133","Armoured fighting vehicles","MT-LB","Destroyed","Russia",2024-09-13,"Novoivanovka","https://i.postimg.cc/VNPdTGw3/1068-MT-LB-destr-13-09-24.jpg","https://t.me/lost_warinua/89812","51.25198,34.80143","Cope cage,Expanded cabin","Russia","Armoured fighting vehicles",51.25198,34.80143
"134","Armoured fighting vehicles","MT-LBVM(K)","Destroyed","Russia",2024-09-30,"Kursk oblast","https://i.postimg.cc/FRXycxSn/1040-MT-LBVM-K-destr-30-09-24.jpg","https://t.me/lost_warinua/91973",NA,"Cope cage","Russia","Armoured fighting vehicles",NA,NA
"135","Armoured fighting vehicles","Unknown AFV","Destroyed","Russia",2024-10-31,"Kursk oblast","https://i.postimg.cc/cCrvjwT4/1033-Unknown-IFV-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852013409367171173",NA,"Turretless,Shattered","Russia","Armoured fighting vehicles",NA,NA
"136","Armoured fighting vehicles","Unknown AFV","Destroyed","Russia",2024-10-23,"Zelenyi Shlyakh","https://i.postimg.cc/857NQmpy/1026-Unknown-IFV-destr-23-10-24.jpg","https://www.tiktok.com/@engineer_being/video/7428160097919978757","51.313722,35.074528","Cope cage","Russia","Armoured fighting vehicles",51.313722,35.074528
"137","Armoured fighting vehicles","Unknown AFV","Destroyed","Russia",2024-10-21,"Lyubimovka","https://i.postimg.cc/bNDsCQYF/1333-Unknown-IFV-destr-21-10-24.jpg","https://t.me/lost_warinua/93882","51.31507,35.02143","Cope cage","Russia","Armoured fighting vehicles",51.31507,35.02143
"138","Armoured fighting vehicles","Unknown AFV","Destroyed","Russia",2024-10-16,"Byakhovo","https://i.postimg.cc/zGT8D1qN/1206-Unknown-IFV-destr-16-10-24.jpg","https://t.me/lost_warinua/93358","51.263083,34.890472",NA,"Russia","Armoured fighting vehicles",51.263083,34.890472
"139","Armoured fighting vehicles","Unknown AFV","Destroyed","Russia",2024-10-05,"Kalinina","https://i.postimg.cc/HkMsJy4f/1005-Unknown-IFV-destr-05-10-24.jpg","https://t.me/lost_warinua/92154","51.29646,34.48406",NA,"Russia","Armoured fighting vehicles",51.29646,34.48406
"140","Armoured fighting vehicles","Unknown AFV","Destroyed","Russia",2024-08-31,"Malaya Loknya",NA,"https://t.me/lost_warinua/95603","51.330038,35.234808",NA,"Russia","Armoured fighting vehicles",51.330038,35.234808
"141","Armoured fighting vehicles","Unknown AFV","Destroyed","Russia",2024-08-21,"Zhuravli","https://i.postimg.cc/jSyWpzXV/1025-Unknown-IFV-destr-21-08-24.jpg","https://t.me/khornegroup/2556","51.412886,35.121164",NA,"Russia","Armoured fighting vehicles",51.412886,35.121164
"142","Drones","Feniks' reconnaissance UAV","Captured","Russia",2024-08-12,"Kursk oblast","https://i.postimg.cc/G2zzBcM9/1031-Orlan-10-capt-12-08-24.jpg","https://t.me/lost_warinua/86192",NA,NA,"Russia","Drones",NA,NA
"143","Drones","ZALA Z-16 (421-16Е) reconnaissance UAV","Captured","Russia",2024-10-09,"Sumy oblast","https://i.postimg.cc/cHnLNyvp/1045-ZALA-Z-16-421-16-reconnaissance-UAV-capt-09-10-24.jpg","https://t.me/lost_warinua/92361",NA,NA,"Russia","Drones",NA,NA
"144","Drones","Feniks' reconnaissance UAV","Destroyed","Russia",2024-10-06,"Sumy oblast","https://i.postimg.cc/0yHktpYk/1060-Feniks-reconnaissance-UAV-destr-06-10-24.jpg","https://t.me/lost_warinua/91996",NA,NA,"Russia","Drones",NA,NA
"145","Drones","Orion UCAV","Destroyed","Russia",2024-10-20,"Sudzha raion","https://i.postimg.cc/KzzRsQ6w/1307-Orion-UCAV-destr-20-10-24.jpg","https://t.me/lost_warinua/93819",NA,NA,"Russia","Drones",NA,NA
"146","Drones","ZALA Z-16 (421-16Е) reconnaissance UAV","Destroyed","Russia",2024-09-07,"Sumy oblast","https://i.postimg.cc/htwJMfgr/1050-ZALA-Z-16-421-16-reconnaissance-UAV-destr-07-09-24.jpg","https://t.me/lost_warinua/89994",NA,"Shattered","Russia","Drones",NA,NA
"147","Engineering","KrAZ-255 (for PMP floating bridge system)","Abandoned","Russia",2024-08-28,"Budki","https://i.postimg.cc/Nfp4rvFW/1009-Kr-AZ-255-for-PMP-floating-bridge-system-dam-aband-28-08-24.jpg","https://t.me/WarArchive_ua/19435","51.404440,34.556835","Z,Damaged","Russia","Engineering",51.40444,34.556835
"148","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Abandoned","Russia",2024-08-28,"Budki","https://i.postimg.cc/Pq8zcLyj/1008-River-link-pontoon-for-PMP-M-floating-bridge-system-dam-aband-28-08-24.jpg","https://t.me/ssternenko/32991","51.403709,34.557500","Z,Damaged","Russia","Engineering",51.403709,34.5575
"149","Engineering","Coastal link pontoon for unknown floating bridge system","Damaged","Russia",2024-08-21,"Shagarovo","https://i.postimg.cc/KzR6K3xs/1031-Coastal-link-pontoon-for-unknown-floating-bridge-system-dam-21-08-24.jpg","https://t.me/ukr_sof/1183","51.350837,34.676550",NA,"Russia","Engineering",51.350837,34.67655
"150","Engineering","KamAZ 8x8 (for PP-2005 floating bridge system)","Damaged","Russia",2024-09-05,"Karyzh","https://i.postimg.cc/jqz3yMVN/1016-Kam-AZ-8x8-for-PP-2005-floating-bridge-system-dam-05-09-24.jpg","https://t.me/russianocontext/4566",NA,NA,"Russia","Engineering",NA,NA
"151","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Damaged","Russia",2024-09-08,"Karyzh","https://i.postimg.cc/BbVtyqrw/1011-River-link-pontoon-for-PMP-M-floating-bridge-system-dam-08-09-24.jpg","https://t.me/khornegroup/2658","51.384383,34.451264","Underwater","Russia","Engineering",51.384383,34.451264
"152","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Damaged","Russia",2024-09-08,"Karyzh","https://i.postimg.cc/2jcq3w1F/1012-River-link-pontoon-for-PMP-M-floating-bridge-system-dam-08-09-24.jpg","https://t.me/khornegroup/2658","51.384365,34.451359","Underwater","Russia","Engineering",51.384365,34.451359
"153","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Damaged","Russia",2024-09-08,"Karyzh","https://i.postimg.cc/3JkkGvpM/1013-River-link-pontoon-for-PMP-M-floating-bridge-system-dam-08-09-24.jpg","https://t.me/khornegroup/2658","51.384351,34.451453","Underwater","Russia","Engineering",51.384351,34.451453
"154","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Damaged","Russia",2024-09-07,"Zvannoe","https://i.postimg.cc/rFdg7Tzj/1040-River-link-pontoon-for-PMP-M-floating-bridge-system-dam-07-09-24.jpg","https://t.me/ua_regteam/135","51.390689,34.560211","Underwater","Russia","Engineering",51.390689,34.560211
"155","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Damaged","Russia",2024-09-07,"Zvannoe","https://i.postimg.cc/dVr6t92T/1041-River-link-pontoon-for-PMP-M-floating-bridge-system-dam-07-09-24.jpg","https://t.me/ua_regteam/135","51.390720,34.560386","Underwater","Russia","Engineering",51.39072,34.560386
"156","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Damaged","Russia",2024-09-07,"Zvannoe","https://i.postimg.cc/GhZzCfyC/1042-River-link-pontoon-for-PMP-M-floating-bridge-system-dam-07-09-24.jpg","https://t.me/ua_regteam/135","51.390735,34.560481","Underwater","Russia","Engineering",51.390735,34.560481
"157","Engineering","River link pontoon (for PP-91/2005 floating bridge system)","Damaged","Russia",2024-08-20,"Shagarovo","https://i.postimg.cc/KYvS2sVb/1011-River-link-pontoon-for-PP-91-2005-floating-bridge-system-dam-20-08-24.jpg","https://t.me/ComAFUA/396","51.351101,34.676822","Underwater","Russia","Engineering",51.351101,34.676822
"158","Engineering","River link pontoon (for PP-91/2005 floating bridge system)","Damaged","Russia",2024-08-20,"Shagarovo","https://i.postimg.cc/P5Hn6qQP/1010-River-link-pontoon-for-PP-91-2005-floating-bridge-system-dam-20-08-24.jpg","https://t.me/ComAFUA/396","51.351046,34.676776",NA,"Russia","Engineering",51.351046,34.676776
"159","Engineering","River link pontoon for unknown floating bridge system","Damaged","Russia",2024-09-26,"Zvannoe","https://i.postimg.cc/fyvrHwWt/1031-River-link-pontoon-for-unknown-floating-bridge-system-dam-26-09-24.jpg","https://t.me/ukr_sof/1220","51.386637,34.545670",NA,"Russia","Engineering",51.386637,34.54567
"160","Engineering","River link pontoon for unknown floating bridge system","Damaged","Russia",2024-08-21,"Shagarovo","https://i.postimg.cc/mgLZFYdK/1032-Coastal-link-pontoon-for-unknown-floating-bridge-system-dam-21-08-24.jpg","https://t.me/ukr_sof/1183","51.350890,34.676607",NA,"Russia","Engineering",51.35089,34.676607
"161","Engineering","River link pontoon for unknown floating bridge system","Damaged","Russia",2024-08-21,"Shagarovo","https://i.postimg.cc/DydyZjcq/1033-River-link-pontoon-for-unknown-floating-bridge-system-dam-21-08-24.jpg","https://t.me/ukr_sof/1183","51.351101,34.676822",NA,"Russia","Engineering",51.351101,34.676822
"162","Engineering","River link pontoon for unknown floating bridge system","Damaged","Russia",2024-08-21,"Shagarovo","https://i.postimg.cc/SxgSLn3R/1034-River-link-pontoon-for-unknown-floating-bridge-system-dam-21-08-24.jpg","https://t.me/ukr_sof/1183","51.351046,34.676776",NA,"Russia","Engineering",51.351046,34.676776
"163","Engineering","BTS-4A armoured recovery vehicle","Destroyed","Russia",2024-10-31,"Lyubimovka","https://i.postimg.cc/TPCLHXBT/1058-BTS-4-A-armoured-recovery-vehicle-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852008131582132462","51.304703,34.978355",NA,"Russia","Engineering",51.304703,34.978355
"164","Engineering","EOV-3521 excavator","Destroyed","Russia",2024-10-19,"Zvannoe","https://i.postimg.cc/2j2xBQq1/1293-EOV-3521-excavator-destr-19-10-24.jpg","https://t.me/lost_warinua/93674","51.386056,34.553944","◇,✕","Russia","Engineering",51.386056,34.553944
"165","Engineering","IMR-2(M) combat engineering vehicle","Destroyed","Russia",2024-10-31,"Kursk oblast","https://i.postimg.cc/8CcMqRPM/1063-IMR-2-M-combat-engineering-vehicle-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852007503313228025",NA,NA,"Russia","Engineering",NA,NA
"166","Engineering","IMR-2(M) combat engineering vehicle","Destroyed","Russia",2024-10-31,"Kursk oblast","https://i.postimg.cc/BnM2YYsJ/1034-IMR-2-M-combat-engineering-vehicle-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852007503313228025",NA,"Cope cage,Improvised","Russia","Engineering",NA,NA
"167","Engineering","KamAZ 8x8 (for PP-2005 floating bridge system)","Destroyed","Russia",2024-08-20,"Rzhava","https://i.postimg.cc/jSh0BrMv/1024-Kam-AZ-8x8-for-PP-2005-floating-bridge-system-destr-20-08-24.jpg","https://t.me/ukr_sof/1183","51.376163,34.620478",NA,"Russia","Engineering",51.376163,34.620478
"168","Engineering","KrAZ-255 (for PMP floating bridge system)","Destroyed","Russia",2024-08-28,"Budki","https://i.postimg.cc/7Yx96ZH3/1010-Kr-AZ-255-for-PMP-floating-bridge-system-destr-28-08-24.jpg","https://t.me/WarArchive_ua/19435","51.404143,34.557032",NA,"Russia","Engineering",51.404143,34.557032
"169","Engineering","KrAZ-255 (for PMP floating bridge system)","Destroyed","Russia",2024-08-28,"Budki","https://i.postimg.cc/B6T5SdR7/1012-Kr-AZ-255-for-PMP-floating-bridge-system-destr-28-08-24.jpg","https://t.me/WarArchive_ua/19435","51.404083,34.557106",NA,"Russia","Engineering",51.404083,34.557106
"170","Engineering","KrAZ-255 (for PMP floating bridge system)","Destroyed","Russia",2024-08-28,"Budki","https://i.postimg.cc/ydtrPqvt/1010-Kr-AZ-255-for-PMP-floating-bridge-system-destr-28-08-24.jpg","https://t.me/ssternenko/32991","51.403709,34.557500",NA,"Russia","Engineering",51.403709,34.5575
"171","Engineering","River link pontoon (for PMP(-M) floating bridge system)","Destroyed","Russia",2024-08-28,"Budki","https://i.postimg.cc/9M5tjWgq/1011-River-link-pontoon-for-PMP-M-floating-bridge-system-destr-28-08-24.jpg","https://t.me/WarArchive_ua/19435","51.404083,34.557106",NA,"Russia","Engineering",51.404083,34.557106
"172","Engineering","River link pontoon for unknown floating bridge system","Destroyed","Russia",2024-09-26,"Zvannoe","https://i.postimg.cc/HW0RWt0Y/1032-River-link-pontoon-for-unknown-floating-bridge-system-destr-26-09-24.jpg","https://t.me/ukr_sof/1220","51.386675,34.545592",NA,"Russia","Engineering",51.386675,34.545592
"173","Engineering","Zemledeliye' remote mine-laying system","Destroyed","Russia",2024-09-12,"Rzhava","https://i.postimg.cc/9XK5Vf82/1012-ISDM-Zemledeliye-remote-mine-laying-system-destr-12-09-24.jpg","https://t.me/lost_warinua/89285","51.375306,34.626722",NA,"Russia","Engineering",51.375306,34.626722
"174","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",2024-08-10,"Oleshnya","https://i.postimg.cc/FKLh1FV7/1050-ka52-destr-10-08-24.jpg","https://t.me/fighter_bomber/17692","51.137208,35.176217","Shattered","Russia","Helicopters",51.137208,35.176217
"175","Helicopters","Ka-52 'Alligator' attack helicopter","Destroyed","Russia",2024-08-06,"Lebedevka","https://i.postimg.cc/9FhtRxyJ/1028-Ka-52-Alligator-attack-helicopter-destr-06-08-24.jpg","https://t.me/lost_warinua/85627",NA,NA,"Russia","Helicopters",NA,NA
"176","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Abandoned","Russia",2024-10-18,"Lyubimovka","https://i.postimg.cc/ZnZL1VZ3/1038-Remdiesel-Z-STS-Akhmat-dam-aband-18-10-24.jpg","https://t.me/ssternenko/35145","51.307348,35.019469","Damaged","Russia","Infantry mobility vehicles",51.307348,35.019469
"177","Infantry mobility vehicles","Remdiesel Z-STS 'Akhmat'","Abandoned","Russia",2024-10-09,"Zhuravli","https://i.postimg.cc/tCkY2kdj/1044-Remdiesel-Z-STS-Akhmat-dam-aband-09-10-24.jpg","https://t.me/lost_warinua/92349","51.416730,35.125360","Damaged","Russia","Infantry mobility vehicles",51.41673,35.12536
"178","Infantry mobility vehicles","RIDA 'Buran' ASV","Captured","Russia",2024-09-20,"Kursk oblast","https://i.postimg.cc/q7yDJxpb/1019-RIDA-Buran-ASV-capt-20-09-24.jpg","https://t.me/lost_warinua/90288",NA,"∆","Russia","Infantry mobility vehicles",NA,NA
"179","Infantry mobility vehicles","STS 'Sarmat-3'","Damaged","Russia",2024-10-23,"Glushkovo","https://i.postimg.cc/wTRh0CDP/1055-STS-Sarmat-3-dam-23-10-24.jpg","https://t.me/WS_videos/2697",NA,"V","Russia","Infantry mobility vehicles",NA,NA
"180","Infantry mobility vehicles","AMN-590951 'VPK-Ural'","Destroyed","Russia",2024-10-22,"Tolstyi Lug","https://i.postimg.cc/xTVCQf8C/1046-AMN-590951-VPK-Ural-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852017193166262665","51.29934,35.08988",NA,"Russia","Infantry mobility vehicles",51.29934,35.08988
