"","Type","Model","Status","Lost by","Unit","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"89","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-25,"Novomykhailivka","https://i.postimg.cc/L8jbhnqT/1045-bmp1-destr-25-12-23.jpg","https://t.me/ua_dshv/1944","47.836769,37.488318",NA,"Russia","Armor",47.836769,37.488318
"90","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-23,"Stepove","https://i.postimg.cc/mrM3LQ9d/1100-bmp1-destr-23-12-23.jpg","https://t.me/lost_warinua/60489","48.197361,37.680361","Turretless,Cope cage,Loitering","Russia","Armor",48.197361,37.680361
"91","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-21,"Vodiane","https://i.postimg.cc/6qWZt1FR/1042-bmp1-destr-21-12-23.jpg","https://t.me/warhistoryalconafter/138145?single","48.102387,37.676761","Turretless,Loitering","Russia","Armor",48.102387,37.676761
"92","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-21,"Novomykhailivka","https://i.postimg.cc/13NsJKb5/1022-bmp1-destr-21-12-23.jpg","https://twitter.com/wartranslated/status/1738296241132331178","47.84494238144044,37.4879605242165",NA,"Russia","Armor",47.8449423814404,37.4879605242165
"93","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-06,"Novomykhailivka","https://i.postimg.cc/CMZpVmBG/1003-1x-bmp1-2x-bmp3-destr-06-12-23.jpg","https://t.me/lost_warinua/58870","47.850306,37.514111","Turretless,Cope cage,Flipped","Russia","Armor",47.850306,37.514111
"94","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-12-04,"Mariinka","https://i.postimg.cc/W3k85Fzk/1014-bmp2-765-destr-04-12-23.jpg","https://t.me/lost_warinua/58483","47.95808730425884,37.51926959471467","Cope cage","Russia","Armor",47.9580873042588,37.5192695947147
"95","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-28,"Vodiane","https://i.postimg.cc/9fxSyQ6B/1013-bmp1-destr-28-11-23.jpg","https://t.me/lost_warinua/57912","48.1128075,37.6849679","Z","Russia","Armor",48.1128075,37.6849679
"96","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-18,"Vodiane","https://i.postimg.cc/BQcCBQMv/1053-bmp1-destr-18-11-23.jpg",NA,"48.11544682484453,37.67861559651814","Cope cage","Russia","Armor",48.1154468248445,37.6786155965181
"97","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-11-11,"Vodiane","https://i.postimg.cc/63429vbb/1015-bmp1-destr-11-11-23.jpg","https://twitter.com/OSINTua/status/1723749399296151759","48.101239,37.676342",NA,"Russia","Armor",48.101239,37.676342
"98","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","1st Separate Motor Rifle Brigade (DNR)",2023-11-11,"Vodiane","https://i.postimg.cc/XNRKK3g7/1010-1x-destr-2x-dam-aband-bmp2-11-11-23.jpg","https://twitter.com/OSINTua/status/1723750449998659768/photo/1","48.11343657,37.67749846","Cope cage","Russia","Armor",48.11343657,37.67749846
"99","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-11,"Vodiane","https://i.postimg.cc/XNRKK3g7/1010-1x-destr-2x-dam-aband-bmp2-11-11-23.jpg","https://twitter.com/OSINTua/status/1723750449998659768/photo/1","48.114936,37.676624",NA,"Russia","Armor",48.114936,37.676624
"100","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-11-01,"Vodiane","https://i.postimg.cc/hvFJhtHD/1018-bmp1-destr-01-11-23.jpg","https://t.me/lost_warinua/57133","48.103806,37.620194","Turretless,Z,Cope cage,Loitering","Russia","Armor",48.103806,37.620194
"101","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","1st Separate Motor Rifle Brigade (DNR)",2023-10-31,"Sieverne","https://i.postimg.cc/HnPSzzXX/1028-1x-t64bv-1x-bmp1-destr-bmp1-aband-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940","48.112425,37.680703",NA,"Russia","Armor",48.112425,37.680703
"102","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-30,"Sieverne","https://i.postimg.cc/Cxwqjddd/1021-bmp1-destr-30-10-23.jpg","https://t.me/WarArchive_ua/6692","48.114949,37.677017","Z,Cope cage","Russia","Armor",48.114949,37.677017
"103","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","1st Separate Motor Rifle Brigade (DNR)",2023-10-28,"Vodiane","https://i.postimg.cc/q7f7Y5v5/1013-bmp1-destr-30-10-23.jpg","https://t.me/WarArchive_ua/6714","48.10217282853409,37.684486530232256","Cope cage","Russia","Armor",48.1021728285341,37.6844865302323
"104","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-27,"Novoselivka Druha","https://i.postimg.cc/658g7jLX/1018-bmp1-destr-26-10-23.jpg","https://t.me/lost_warinua/54477","48.19505,37.79019","Turretless","Russia","Armor",48.19505,37.79019
"105","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-23,"Mariinka","https://i.postimg.cc/QCFznMGS/1020-bmp1-destr-23-10-23.jpg","https://t.me/lost_warinua/54051","47.957556,37.495694","Turretless,Shattered","Russia","Armor",47.957556,37.495694
"106","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/4N6c7pfr/1030-bmp1-destr-22-10-23.jpg","https://www.youtube.com/watch?v=UPOWXW7Alj0","48.206639,37.738861","Cope cage,Loitering","Russia","Armor",48.206639,37.738861
"107","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/dVnTnvT6/1037-bmp1-destr-22-10-23.jpg","https://www.facebook.com/NikolayKolesnyk/videos/633406825610039/","48.207852997673555,37.740652981938126","Turretless","Russia","Armor",48.2078529976736,37.7406529819381
"108","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/pdXKtyt3/1038-bmp1-destr-22-10-23.jpg","https://www.facebook.com/NikolayKolesnyk/videos/633406825610039/","48.211162635730204,37.75402680303932","Turretless,Z","Russia","Armor",48.2111626357302,37.7540268030393
"109","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Mariinka hromada)","https://i.postimg.cc/g2PCfy8b/1045-bmp1-destr-22-10-23.jpg","https://t.me/lost_warinua/53898",NA,"Cope cage","Russia","Armor",NA,NA
"110","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-20,"Vodiane","https://i.postimg.cc/x88VsDzH/1027-bmp1am-and-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53601","48.10209,37.68277","Turretless","Russia","Armor",48.10209,37.68277
"111","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-20,"Vodiane","https://i.postimg.cc/x88VsDzH/1027-bmp1am-and-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53608","48.10182384485313,37.68424399571396","Cope cage","Russia","Armor",48.1018238448531,37.684243995714
"112","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-19,"Avdiivka","https://i.postimg.cc/wv2T1xcC/1025-BMP-1-P-destr-27-10-23.jpg","https://t.me/BUAR110ombr/143","48.18774276805926,37.71073764162384","Turretless","Russia","Armor",48.1877427680593,37.7107376416238
"113","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/pVfdgvbT/1005-2x-bmp1-and-btr82a-destr-12-10-23.jpg","https://t.me/BUAR110ombr/139","48.192555,37.726949","Turretless,Cope cage,Loitering","Russia","Armor",48.192555,37.726949
"114","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-15,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/T3rkmZKZ/1032-unkn-bmp-destr-15-10-23.jpg","https://t.me/lost_warinua/54072","48.20941,37.72006","Turretless","Russia","Armor",48.20941,37.72006
"115","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-14,"Sieverne","https://i.postimg.cc/d3ky1ZS9/1011-bmp1-destr-16-10-23.jpg","https://t.me/lost_warinua/52993","48.111667,37.678000","Flipped","Russia","Armor",48.111667,37.678
"116","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-12,"Novomykhailivka","https://i.postimg.cc/CxyjRJ0n/1002-BMP-1-destr-16-10-23.png","https://t.me/lost_warinua/52446","47.819972,37.476556","Turretless","Russia","Armor",47.819972,37.476556
"117","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-10-11,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/FFLSzwt5/1032-BMP-1-P-destr-11-10-23.jpg","https://t.me/lost_warinua/52289","48.21009,37.70559",NA,"Russia","Armor",48.21009,37.70559
"118","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/nhDcZcSr/1007-bmp1-destr-24-10-23.jpg","https://t.me/lost_warinua/54156","48.206639,37.738861","Turretless","Russia","Armor",48.206639,37.738861
"119","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia",NA,2023-10-10,"Pervomaiske","https://i.postimg.cc/TwyDr4pb/1013-bmp2-destr-13-10-23.jpg","https://t.me/lost_warinua/52590","48.069378,37.629285","Turretless,Z,Cope cage","Russia","Armor",48.069378,37.629285
"120","Armoured Fighting Vehicles","BMP-1P","Destroyed","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/g2TfgZr6/1020-bmp1-destr-10-10-23.jpg","https://t.me/lost_warinua/52195","48.228539,37.745930","Turretless","Russia","Armor",48.228539,37.74593
"121","Armoured Fighting Vehicles","BMP-1U 'Shkval'","Destroyed","Russia","21st Separate Motor Rifle Brigade",2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/3rPQyBX2/1060-BMP-1-U-Shkval-destr-19-10-23.jpg","https://t.me/lost_warinua/54024","48.20236918,37.69110289","Turretless","Russia","Armor",48.20236918,37.69110289
"122","Armoured Fighting Vehicles","BMP-2 675-sb3KDZ","Destroyed","Russia","74th Separate Motor Rifle Brigade",2023-11-18,"Vodiane","https://i.postimg.cc/MHJ9JFjh/1015-BMP-2-675-sb3-KDZ-destr-18-11-23.jpg",NA,"48.111653305786035,37.678055506440344",NA,"Russia","Armor",48.111653305786,37.6780555064403
"123","Armoured Fighting Vehicles","BMP-2 675-sb3KDZ","Destroyed","Russia",NA,2023-10-10,"Pervomaiske","https://i.postimg.cc/xCCpcdCY/1027-BMP-2-675-sb3-KDZ-destr-10-10-23.jpg","https://t.me/lost_warinua/53065","48.069472,37.629111","Turretless","Russia","Armor",48.069472,37.629111
"124","Armoured Fighting Vehicles","BMP-2 675-sb3KDZ","Destroyed","Russia",NA,2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/vBNq9dgn/1028-BMP-2-675-sb3-KDZ-btr82a-destr-10-10-23.jpg","https://t.me/lost_warinua/53097","48.205722,37.718389",NA,"Russia","Armor",48.205722,37.718389
"125","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2024-01-03,"Mariinka","https://i.postimg.cc/rFh1FMVp/1036-bmp2-destr-03-01-24.jpg","https://t.me/lost_warinua/61636","47.893556,37.520556","Turretless,Underwater,Jammer","Russia","Armor",47.893556,37.520556
"126","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-27,"Stepove","https://i.postimg.cc/nV270pQ1/1046-bmp2-destr-27-12-23.jpg","https://t.me/lost_warinua/61296","48.197194,37.694057","Loitering","Russia","Armor",48.197194,37.694057
"127","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-27,"Stepove","https://i.postimg.cc/BQkrXrmq/1013-unkn-bmp-destr-27-12-23.jpg","https://t.me/brygada47/385","48.19818639593141,37.68922197057858","Loitering","Russia","Armor",48.1981863959314,37.6892219705786
"128","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-27,"Stepove","https://i.postimg.cc/dV9kK7kV/1037-bmp2-destr-27-12-23.jpg","https://t.me/ssternenko/23756","48.198338,37.691402",NA,"Russia","Armor",48.198338,37.691402
"129","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-24,"Stepove","https://i.postimg.cc/44BfdyzZ/1006-bmp2-destr-24-12-23.jpg","https://twitter.com/small10space/status/1738934628293968240","48.19557019510856,37.683074242694104",NA,"Russia","Armor",48.1955701951086,37.6830742426941
"130","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-24,"Stepove","https://i.postimg.cc/rFHq1HnP/1004-bmp2-destr-24-12-23.jpg","https://twitter.com/small10space/status/1738934628293968240","48.1956,37.6831","Turretless,Shattered,Cope cage,Loitering","Russia","Armor",48.1956,37.6831
"131","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-24,"Stepove","https://i.postimg.cc/vTqbS2QD/1003-bmp2-destr-24-12-23.jpg","https://t.me/lost_warinua/60603","48.19708,37.6865","Turretless,Shattered","Russia","Armor",48.19708,37.6865
"132","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-23,"Stepove","https://i.postimg.cc/50VB66qf/1101-bmp2-destr-23-12-23.jpg","https://t.me/lost_warinua/60496","48.197361,37.680056","Turretless,Cope cage,Loitering","Russia","Armor",48.197361,37.680056
"133","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-15,"Stepove","https://i.postimg.cc/Nj8c8d8T/1045-bmp2-destr-15-12-23.jpg","https://t.me/WarArchive_ua/8503","48.19659702960003,37.68132118198178","Cope cage","Russia","Armor",48.1965970296,37.6813211819818
"134","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-15,"Stepove","https://i.postimg.cc/wMh7zqpb/1046-mtlb-destr-15-12-23.jpg","https://t.me/WarArchive_ua/8503","48.196037,37.682516","Turretless,Cope cage","Russia","Armor",48.196037,37.682516
"135","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-10,"Vodiane","https://i.postimg.cc/YC03VNwN/1012-2x-bmp2-destr-10-12-23.jpg","https://twitter.com/OSINTua/status/1736350466525495305",NA,"Cope cage","Russia","Armor",NA,NA
"136","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-10,"Vodiane","https://i.postimg.cc/YC03VNwN/1012-2x-bmp2-destr-10-12-23.jpg","https://twitter.com/OSINTua/status/1736350466525495305",NA,NA,"Russia","Armor",NA,NA
"137","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-07,"Stepove","https://i.postimg.cc/qMDbsMNN/1003-bmp2-dam-aband-07-12-23.jpg","https://t.me/lost_warinua/58972","48.201340,37.690119","Turretless","Russia","Armor",48.20134,37.690119
"138","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-07,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/2Sr4scV3/1049-1x-destr-1x-aband-t72b-obr-2022-1x-unkn-t72-dam-aband-1x-bmp1-destr-2x-bmp2-destr.jpg","https://t.me/pidrozdilshadowoficial/195","48.1982331,37.7078150","Cope cage","Russia","Armor",48.1982331,37.707815
"139","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-04,"Mariinka","https://i.postimg.cc/TYC0C7BY/1019-bmp2-destr-04-12-23.jpg","https://t.me/lost_warinua/59399",NA,"Turretless","Russia","Armor",NA,NA
"140","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-12-04,"Mariinka","https://i.postimg.cc/Y9Xdc2z8/1005-bmp2-destr-04-12-23.jpg","https://t.me/lost_warinua/58487","47.95818034,37.51107702","Turretless","Russia","Armor",47.95818034,37.51107702
"141","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-11-27,"Avdiivka","https://i.postimg.cc/YC18rzxv/1013-bmp2-destr-27-11-23.jpg","https://t.me/lost_warinua/57850","48.11794,37.79941","PL-1,Loitering","Russia","Armor",48.11794,37.79941
"142","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-11-19,"Avdiivka","https://i.postimg.cc/02gtC4vV/1051-bmp2-destr-19-11-23.jpg","https://t.me/lost_warinua/57093","48.120583,37.793472","Loitering","Russia","Armor",48.120583,37.793472
"143","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-11-18,"Vodiane",NA,"https://twitter.com/naalsio26/status/1743762086717538491","48.102444,37.631306","Cope cage","Russia","Armor",48.102444,37.631306
"144","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-11-01,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/d3mD3hDN/1018-BMP-2-K-destr-01-11-23.jpg","https://t.me/lost_warinua/55157","48.21084159867087,37.728351396617704","Cope cage","Russia","Armor",48.2108415986709,37.7283513966177
"145","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-31,"Vodiane","https://i.postimg.cc/Zq4QL4Rh/1025-BMP-2-destr-31-10-23.jpg","https://twitter.com/OSINTua/status/1719405081685114940","48.1032924986,37.626059575","Loitering","Russia","Armor",48.1032924986,37.626059575
"146","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-22,"Vodiane","https://i.postimg.cc/x8BZrS9Q/1012-2x-bmp2-destr-22-10-23.jpg","https://t.me/lost_warinua/53950","48.092611,37.667639","Loitering","Russia","Armor",48.092611,37.667639
"147","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/4NCqRZTG/1023-bmp2-destr-03-12-23.jpg","https://twitter.com/OSINTua/status/1731359380379992564",NA,"Turretless","Russia","Armor",NA,NA
"148","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/prpqPN0v/1044-bmp2-destr-19-10-23.jpg","https://t.me/BUAR110ombr/139","48.198944,37.707639",NA,"Russia","Armor",48.198944,37.707639
"149","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/2Sr4scV3/1049-1x-destr-1x-aband-t72b-obr-2022-1x-unkn-t72-dam-aband-1x-bmp1-destr-2x-bmp2-destr.jpg","https://t.me/BUAR110ombr/139","48.198242002506404,37.707910119649235",NA,"Russia","Armor",48.1982420025064,37.7079101196492
"150","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Mariinka hromada)","https://i.postimg.cc/C1mVHLzS/1015-3x-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53457","47.970556,37.524667",NA,"Russia","Armor",47.970556,37.524667
"151","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Mariinka hromada)","https://i.postimg.cc/C1mVHLzS/1015-3x-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53452","47.970722,37.524306",NA,"Russia","Armor",47.970722,37.524306
"152","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Mariinka hromada)","https://i.postimg.cc/C1mVHLzS/1015-3x-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53447","47.970722,37.524306",NA,"Russia","Armor",47.970722,37.524306
"153","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Mariinka","https://i.postimg.cc/43RZXSDk/1022-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53464",NA,NA,"Russia","Armor",NA,NA
"154","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-19,"Mariinka","https://i.postimg.cc/gJYWZ6cg/1017-bmp2-destr-19-10-23.jpg","https://t.me/lost_warinua/53462",NA,"Turretless","Russia","Armor",NA,NA
"155","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia","21st Separate Motor Rifle Brigade",2023-10-17,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/HxMrGZmg/1007-BMP-2-destr-17-10-23.jpg","https://t.me/lost_warinua/55670",NA,"Cope cage","Russia","Armor",NA,NA
"156","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-13,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/YqNmfgqd/1015-bmp2-destr-13-10-23.jpg","https://t.me/lost_warinua/52623","48.225390,37.748570","Cope cage","Russia","Armor",48.22539,37.74857
"157","Armoured Fighting Vehicles","BMP-2(K)","Destroyed","Russia",NA,2023-10-12,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/bJFLpP52/1036-BMP-1-P-destr-12-10-23.jpg","https://twitter.com/OSINTua/status/1717624038615355565","48.210927,37.723447","Turretless","Russia","Armor",48.210927,37.723447
"158","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia",NA,2023-12-13,"Novomykhailivka","https://i.postimg.cc/8P6DcpjZ/1023-BMP-3-destr-13-12-23.jpg","https://t.me/ua_dshv/1891","47.85795,37.5159",NA,"Russia","Armor",47.85795,37.5159
"159","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia",NA,2023-12-13,"Novomykhailivka","https://i.postimg.cc/Kjd2fVs7/1026-BMP-3-destr-13-12-23.jpg","https://t.me/ua_dshv/1891","47.85814,37.51609",NA,"Russia","Armor",47.85814,37.51609
"160","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia","255th Motor Rifle Regiment",2023-12-11,"Oleksandrivka","https://i.postimg.cc/RZwDVB0S/1008-bmp3-destr-11-12-23.jpg","https://twitter.com/naalsio26/status/1741504161315709212",NA,"Turretless,Z,Cope cage,Loitering","Russia","Armor",NA,NA
"161","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia",NA,2023-12-06,"Novomykhailivka","https://i.postimg.cc/CMZpVmBG/1003-1x-bmp1-2x-bmp3-destr-06-12-23.jpg","https://t.me/lost_warinua/58870","47.850306,37.514111","Turretless","Russia","Armor",47.850306,37.514111
"162","Armoured Fighting Vehicles","BMP-3","Destroyed","Russia",NA,2023-10-12,"Mariinka","https://i.postimg.cc/1z7FVQ5P/1019-bmp3-destr-12-10-23.jpg","https://t.me/lost_warinua/52467","47.893611,37.51625","Turretless,Shattered,Flipped","Russia","Armor",47.893611,37.51625
"163","Armoured Fighting Vehicles","BMP-3 688M sb. 3KDZ","Destroyed","Russia",NA,2023-12-06,"Novomykhailivka","https://i.postimg.cc/CMZpVmBG/1003-1x-bmp1-2x-bmp3-destr-06-12-23.jpg","https://t.me/lost_warinua/58870","47.850306,37.514111",NA,"Russia","Armor",47.850306,37.514111
"164","Armoured Fighting Vehicles","BTR-50","Destroyed","Russia",NA,2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://twitter.com/UAWeapons/status/1713192932906320385","https://t.me/lost_warinua/52691","48.191083,37.725139","Turretless,Shattered","Russia","Armor",48.191083,37.725139
"165","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-11-11,"Vodiane","https://i.postimg.cc/sXJGTyhc/1014-btr80-destr-11-11-23.jpg","https://t.me/lost_warinua/58522","48.092167,37.667806","Turretless,Shattered","Russia","Armor",48.092167,37.667806
"166","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-10-22,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/056Mq5Lk/1065-btr80-dam-aband-11-10-23.jpg","https://www.youtube.com/watch?v=UPOWXW7Alj0","48.209789,37.709675","Turretless","Russia","Armor",48.209789,37.709675
"167","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/SKWfBXcF/1022-btr80-destr-03-12-23.jpg","https://twitter.com/OSINTua/status/1731359380379992564","48.2052196,37.7008689",NA,"Russia","Armor",48.2052196,37.7008689
"168","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-10-19,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/Z5Hr48dH/1010-1x-mtlb-1x-bmp1-2x-bmp2-1x-btr82a-1x-btr80-destr-20-10-23.jpg","https://t.me/lost_warinua/53518","48.2099153,37.7057238","Z,V,Flipped","Russia","Armor",48.2099153,37.7057238
"169","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-10-15,"Stepove","https://i.postimg.cc/VsjJDV49/1023-BTR-82-A-M-destr-15-10-23.jpg","https://t.me/alkor_aero/74","48.20278778,37.69396565",NA,"Russia","Armor",48.20278778,37.69396565
"170","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia","15th Separate Motor Rifle Brigade",2023-10-14,"Novoselivka Druha","https://twitter.com/UAWeapons/status/1713179991641309527","https://t.me/lost_warinua/52750","48.215836,37.7666294",NA,"Russia","Armor",48.215836,37.7666294
"171","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-10-11,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/NFRWwz2j/1035-btr80-destr-11-10-23.jpg","https://t.me/lost_warinua/53637","48.20832582,37.69013899",NA,"Russia","Armor",48.20832582,37.69013899
"172","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia",NA,2023-10-11,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/5tmS9XQK/1002-btr80-destr-11-10-23.jpg","https://t.me/lost_warinua/53193","48.210023,37.709526","Turretless","Russia","Armor",48.210023,37.709526
"173","Armoured Fighting Vehicles","BTR-80","Destroyed","Russia","114th Separate Motor Rifle Brigade (DNR)",2023-10-10,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/pVfdgvbT/1005-2x-bmp1-and-btr82a-destr-12-10-23.jpg","https://t.me/lost_warinua/53259","48.192167,37.727139",NA,"Russia","Armor",48.192167,37.727139
"174","Armoured Fighting Vehicles","BTR-80 or 82","Destroyed","Russia",NA,2023-12-15,"Stepove","https://i.postimg.cc/13Vy4bKr/1044-unkn-btr-destr-15-12-23.jpg","https://t.me/WarArchive_ua/8503","48.196806,37.682873",NA,"Russia","Armor",48.196806,37.682873
"175","Armoured Fighting Vehicles","BTR-80 or 82","Destroyed","Russia",NA,2023-11-28,"Krasnohorivka (Ocheretyne hromada)","https://i.postimg.cc/FHCxmgJS/1025-2x-btr82a-1x-btr80-destr-03-12-23.jpg","https://twitter.com/OSINTua/status/1731359380379992564","48.20358374441498,37.70045162717813","Turretless","Russia","Armor",48.203583744415,37.7004516271781
